,Mobile_Brand,Mobile model,mobile with 5g services,ROM,rating,No of ratings ,No of reviews,Battery,Display,Processor,warranty,RAM,Camera,Expandable,discounted_price,Original_price,discount_percent
572,APPLE,APPLE iPhone 14,, 128 GB,4.7,"4,247 ",163,,17.2 cm (6.7 inch) HD+ ,,,,,,"67,999","79,900",14
573,APPLE,APPLE iPhone 11,, 64 GB,4.6,"1,78,400 ","10,573", ,,,,, 5MP Front ,,"37,999","43,900",13
574,Cellecor,Cellecor R3+ ,,,3.5,13 ,2,6000 mAh Lithium Polymer Battery,,,,,,,"1,049","79,900",14
575,APPLE,APPLE iPhone 14,, 128 GB,4.7,"4,247 ",163,,,Qualcomm Snapdragon 68 ,,,,,"67,999","43,900",13
576,APPLE,APPLE iPhone 11,, 64 GB,4.6,"1,78,400 ","10,573",,,,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,,,,"37,999","14,999",40
577,REDMI,REDMI 10 ,, 64 GB,4.3,"1,70,664 ","10,998",,,,,,,,"8,999","19,999",40
578,Cellecor,Cellecor R50 ,,,4.1,52 ,7,,15.49 cm (6.1 inch) Super Retina XDR ,,,,0.8MP Rear ,,"1,459","17,999",38
579,POCO,POCO M4 Pro,, 128 GB,4.3,"1,34,634 ","12,280", ,,,,, 12MP Front ,,"11,999","11,999",37
580,POCO,POCO M4 Pro,, 64 GB,4.3,"1,34,634 ","12,280",,,"A15 Bionic Chip, 6 Core  ",,,,,"10,999","14,999",20
581,POCO,POCO C31 ,, 64 GB,4.3,"1,87,995 ","11,329",,,,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,,,,"7,499","17,999",38
582,Cellecor,Cellecor A5 ,,,4.4,41 ,3,,,,,,,,"1,348","23,999",37
583,SAMSUNG,SAMSUNG Galaxy F13,, 64 GB,4.4,"1,11,744 ","6,424",,15.49 cm (6.1 inch) Liquid Retina HD ,,,,,,"11,999","11,999",37
584,POCO,POCO M4 Pro,, 64 GB,4.3,"1,34,634 ","12,280", ,,,,, 12MP Front ,,"10,999","10,999",27
585,SAMSUNG,SAMSUNG Galaxy F23,5G, 128 GB,4.3,"1,40,978 ","11,531",,,A13 Bionic Chip ,,,,,"14,999","10,999",40
586,POCO,POCO C31 ,, 64 GB,4.3,"1,87,995 ","11,329",,,,Brand Warranty of 1 Year,,,,"7,499","10,999",27
587,MOTOROLA,MOTOROLA e40 ,, 64 GB,4.1,"59,846 ","5,853", ,,,,32 MB  ,,,"7,999","9,999",28
588,POCO,POCO C31 ,, 32 GB,4.3,"1,25,511 ","7,439",,4.5 cm (1.77 inch) ,,,,,,"6,499","14,999",40
589,MOTOROLA,MOTOROLA e40 ,, 64 GB,4.1,"59,846 ","5,853",,,,,,0.8MP Rear ,,"7,999","21,999",31
590,REDMI,REDMI 9i Sport,, 64 GB,4.3,"2,17,141 ","12,271",1000 mAh Battery,,,,,,,"7,199","23,999",37
591,REDMI,REDMI 10 ,, 64 GB,4.3,"1,70,664 ","10,998",,,,1 Year Manufacturer Warranty,,,,"8,999","19,999",15
592,REDMI,REDMI 10 ,, 64 GB,4.3,"1,70,664 ","10,998", ,,,,4 GB  ,,  Upto 1 TB,"8,999","14,999",40
593,APPLE,APPLE iPhone 14,, 128 GB,4.7,"4,247 ",163,,17.2 cm (6.7 inch) HD+ ,,,,,,"67,999","79,900",14
594,APPLE,APPLE iPhone 11,, 64 GB,4.6,"1,78,400 ","10,573", ,,,,, 5MP Front ,,"37,999","43,900",13
595,Cellecor,Cellecor R3+ ,,,3.5,13 ,2,6000 mAh Lithium Polymer Battery,,,,,,,"1,049","1,098",4%
596,APPLE,APPLE iPhone 14,, 128 GB,4.7,"4,247 ",163,,,Qualcomm Snapdragon 68 ,,,,,"67,999","79,900",14
597,REDMI,REDMI 10 ,, 64 GB,4.3,"1,70,664 ","10,998",,,,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,,,,"8,999","14,999",40
598,APPLE,APPLE iPhone 11,, 64 GB,4.6,"1,78,400 ","10,573",,,,,,,,"37,999","43,900",13
599,Cellecor,Cellecor E1 ,,,3.6,38 ,2,,15.49 cm (6.1 inch) Super Retina XDR ,,,,,,"1,229","14,999",40
600,REDMI,REDMI 10 ,, 64 GB,4.3,"1,70,664 ","10,998", ,,,,, 12MP Front ,,"8,999","19,999",40
601,POCO,POCO M4 Pro,, 128 GB,4.3,"1,34,634 ","12,280",,,"A15 Bionic Chip, 6 Core  ",,,,,"11,999","17,999",38
602,POCO,POCO M4 Pro,, 64 GB,4.3,"1,34,634 ","12,280",,,,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,,,,"10,999","11,999",37
603,Cellecor,Cellecor X2 ,,,4.3,"1,87,995 ","11,329",,,,,,,,"1,149","17,999",38
604,POCO,POCO C31 ,, 64 GB,4.3,"1,34,634 ","12,280",,15.49 cm (6.1 inch) Liquid Retina HD ,,,,,,"7,499","14,999",20
605,POCO,POCO M4 Pro,, 64 GB,4.4,"1,11,744 ","6,424", ,,,,, 12MP Front ,,"10,999","23,999",37
606,SAMSUNG,SAMSUNG Galaxy F13,, 64 GB,4.3,"1,40,978 ","11,531",,,A13 Bionic Chip ,,,,,"11,999","10,999",27
607,Cellecor,Cellecor X-1 ,,,4.1,"59,846 ","5,853",,,,Brand Warranty of 1 Year,,,,"1,149","11,999",37
608,SAMSUNG,SAMSUNG Galaxy F23,5G, 128 GB,4.3,"1,87,995 ","11,329", ,,,,32 MB  ,,,"14,999","10,999",40
609,MOTOROLA,MOTOROLA e40 ,, 64 GB,2.3,6 ,0,,4.5 cm (1.77 inch) ,,,,,,"7,999","10,999",27
610,POCO,POCO C31 ,, 64 GB,4.3,"1,25,511 ","7,439",,,,,,0.8MP Rear ,,"7,499","21,999",31
611,REDMI,REDMI 10 ,, 64 GB,4.3,"1,70,664 ","10,998", ,,,,4 GB  ,,  Upto 1 TB,"8,999","14,999",40
612,APPLE,APPLE iPhone 14,, 128 GB,4.7,"4,247 ",163,,17.2 cm (6.7 inch) HD+ ,,,,,,"67,999","79,900",14
613,APPLE,APPLE iPhone 11,, 64 GB,4.6,"1,78,400 ","10,573", ,,,,, 5MP Front ,,"37,999","43,900",13
614,Cellecor,Cellecor A30i ,,,3.4,19 ,2,6000 mAh Lithium Polymer Battery,,,,,,,"1,449","79,900",14
615,APPLE,APPLE iPhone 14,, 128 GB,4.7,"4,247 ",163,,,Qualcomm Snapdragon 68 ,,,,,"67,999","43,900",13
616,APPLE,APPLE iPhone 11,, 64 GB,4.6,"1,78,400 ","10,573",,,,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,,,,"37,999","14,999",40
617,REDMI,REDMI 10 ,, 64 GB,4.3,"1,70,664 ","10,998",,,,,,,,"8,999","19,999",40
618,Cellecor,Cellecor R3+ ,,,3.5,13 ,2,,15.49 cm (6.1 inch) Super Retina XDR ,,,,,,"1,049","11,999",37
619,POCO,POCO M4 Pro,, 128 GB,4.3,"1,34,634 ","12,280", ,,,,, 12MP Front ,,"11,999","17,999",38
620,POCO,POCO C31 ,, 64 GB,4.3,"1,87,995 ","11,329",,,"A15 Bionic Chip, 6 Core  ",,,,,"7,499","17,999",38
621,POCO,POCO M4 Pro,, 64 GB,4.3,"1,34,634 ","12,280",,,,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,,,,"10,999","14,999",20
622,Cellecor,Cellecor R50 ,,,4.1,52 ,7,,,,,,,,"1,459","23,999",37
623,POCO,POCO M4 Pro,, 64 GB,4.3,"1,34,634 ","12,280",,15.49 cm (6.1 inch) Liquid Retina HD ,,,,,,"10,999","11,999",37
624,SAMSUNG,SAMSUNG Galaxy F13,, 64 GB,4.4,"1,11,744 ","6,424", ,,,,, 12MP Front ,,"11,999","10,999",27
625,SAMSUNG,SAMSUNG Galaxy F23,5G, 128 GB,4.3,"1,40,978 ","11,531",,,A13 Bionic Chip ,,,,,"14,999","9,999",28
626,Cellecor,Cellecor A5 ,,,4.4,41 ,3,,,,Brand Warranty of 1 Year,,,,"1,348","10,999",40
627,POCO,POCO C31 ,, 64 GB,4.3,"1,87,995 ","11,329", ,,,,32 MB  ,,  Upto 32 GB,"7,499","10,999",27
628,MOTOROLA,MOTOROLA e40 ,, 64 GB,4.1,"59,846 ","5,853",,6.1 cm (2.4 inch) ,,,,,,"7,999","21,999",31
629,REDMI,REDMI 9i Sport,, 64 GB,4.3,"2,17,141 ","12,271",,,,,,0.8MP Rear ,,"7,199","23,999",37
630,POCO,POCO C31 ,, 32 GB,4.3,"1,25,511 ","7,439",2000 mAh Battery,,,,,,,"6,499","19,999",15
631,REDMI,REDMI 10 ,, 64 GB,4.3,"1,70,664 ","10,998", ,,,,4 GB  ,,  Upto 1 TB,"8,999","14,999",40
632,APPLE,APPLE iPhone 14,, 128 GB,4.7,"4,247 ",163,,17.2 cm (6.7 inch) HD+ ,,,,,,"67,999","79,900",14
633,APPLE,APPLE iPhone 11,, 64 GB,4.6,"1,78,400 ","10,573", ,,,,, 5MP Front ,,"37,999","43,900",13
634,Cellecor,Cellecor A30i ,,,3.4,19 ,2,6000 mAh Lithium Polymer Battery,,,,,,,"1,449","79,900",14
635,APPLE,APPLE iPhone 14,, 128 GB,4.7,"4,247 ",163,,,Qualcomm Snapdragon 68 ,,,,,"67,999","14,999",40
636,REDMI,REDMI 10 ,, 64 GB,4.3,"1,70,664 ","10,998",,,,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,,,,"8,999","43,900",13
637,APPLE,APPLE iPhone 11,, 64 GB,4.6,"1,78,400 ","10,573",,,,,,,,"37,999","19,999",40
638,Cellecor,Cellecor C60+ ,,,3.6,96 ,6,,15.49 cm (6.1 inch) Super Retina XDR ,,,,,,"1,459","11,999",37
639,POCO,POCO M4 Pro,, 128 GB,4.3,"1,34,634 ","12,280", ,,,,, 12MP Front ,,"11,999","17,999",38
640,POCO,POCO C31 ,, 64 GB,4.3,"1,87,995 ","11,329",,,"A15 Bionic Chip, 6 Core  ",,,,,"7,499","17,999",38
641,POCO,POCO M4 Pro,, 64 GB,4.3,"1,34,634 ","12,280",,,,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,,,,"10,999","14,999",20
642,Cellecor,Cellecor A5 ,,,4.4,41 ,3,,,,,,,,"1,348","23,999",37
643,POCO,POCO M4 Pro,, 64 GB,4.3,"1,34,634 ","12,280",,15.49 cm (6.1 inch) Liquid Retina HD ,,,,,,"10,999","10,999",27
644,SAMSUNG,SAMSUNG Galaxy F13,, 64 GB,4.4,"1,11,744 ","6,424", ,,,,, 12MP Front ,,"11,999","11,999",37
645,SAMSUNG,SAMSUNG Galaxy F23,5G, 128 GB,4.3,"1,40,978 ","11,531",,,A13 Bionic Chip ,,,,,"14,999","10,999",27
646,MOTOROLA,MOTOROLA e40 ,, 64 GB,4.1,"59,846 ","5,853",,,,Brand Warranty of 1 Year,,,,"7,999","10,999",40
647,POCO,POCO C31 ,, 64 GB,4.3,"1,87,995 ","11,329", ,,,,32 MB  ,,  Upto 32 GB,"7,499","9,999",28
648,MOTOROLA,MOTOROLA e40 ,, 64 GB,4.1,"59,846 ","5,853",,6.1 cm (2.4 inch) ,,,,,,"7,999","16,999",11
649,POCO,POCO C31 ,, 32 GB,4.3,"1,25,511 ","7,439",,,,,,0.8MP Rear ,,"6,499","23,999",37
650,REDMI,REDMI 9i Sport,, 64 GB,4.3,"2,17,141 ","12,271",2000 mAh Battery,,,,,,,"7,199","14,999",40
651,POCO,POCO M4 Pro,5G, 64 GB,4.3,"35,159 ","3,125",,,,1 Year Manufacturer Warranty,,,,"14,999","21,999",31
652,REDMI,REDMI 10 ,, 64 GB,4.3,"1,70,664 ","10,998", ,,,,4 GB  ,,  Upto 1 TB,"8,999","14,999",40
653,APPLE,APPLE iPhone 14,, 128 GB,4.7,"4,247 ",163,,17.2 cm (6.7 inch) HD+ ,,,,,,"67,999","79,900",14
654,APPLE,APPLE iPhone 11,, 64 GB,4.6,"1,78,400 ","10,573", ,,,,, 5MP Front ,,"37,999","43,900",13
655,Cellecor,Cellecor R3+ ,,,3.5,13 ,2,6000 mAh Lithium Polymer Battery,,,,,,,"1,049","79,900",14
656,APPLE,APPLE iPhone 14,, 128 GB,4.7,"4,247 ",163,,,Qualcomm Snapdragon 68 ,,,,,"67,999","43,900",13
657,APPLE,APPLE iPhone 11,, 64 GB,4.6,"1,78,400 ","10,573",,,,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,,,,"37,999","14,999",40
658,REDMI,REDMI 10 ,, 64 GB,4.3,"1,70,664 ","10,998",,,,,,,,"8,999","19,999",40
659,Cellecor,Cellecor R50 ,,,4.1,52 ,7,,15.49 cm (6.1 inch) Super Retina XDR ,,,,,,"1,459","11,999",37
660,POCO,POCO M4 Pro,, 128 GB,4.3,"1,34,634 ","12,280", ,,,,, 12MP Front ,,"11,999","17,999",38
661,POCO,POCO C31 ,, 64 GB,4.3,"1,87,995 ","11,329",,,"A15 Bionic Chip, 6 Core  ",,,,,"7,499","17,999",38
662,POCO,POCO M4 Pro,, 64 GB,4.3,"1,34,634 ","12,280",,,,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,,,,"10,999","14,999",20
663,Cellecor,Cellecor A5 ,,,4.4,41 ,3,,,,,,,,"1,348","23,999",37
664,POCO,POCO M4 Pro,, 64 GB,4.3,"1,34,634 ","12,280",,15.49 cm (6.1 inch) Liquid Retina HD ,,,,,,"10,999","11,999",37
665,SAMSUNG,SAMSUNG Galaxy F13,, 64 GB,4.4,"1,11,744 ","6,424", ,,,,, 12MP Front ,,"11,999","10,999",27
666,SAMSUNG,SAMSUNG Galaxy F23,5G, 128 GB,4.3,"1,40,978 ","11,531",,,A13 Bionic Chip ,,,,,"14,999","9,999",28
667,POCO,POCO C31 ,, 64 GB,4.3,"1,87,995 ","11,329",,,,Brand Warranty of 1 Year,,,,"7,499","10,999",40
668,MOTOROLA,MOTOROLA e40 ,, 64 GB,4.1,"59,846 ","5,853", ,,,,32 MB  ,,,"7,999","10,999",27
669,REDMI,REDMI 9i Sport,, 64 GB,4.3,"2,17,141 ","12,271",,4.5 cm (1.77 inch) ,,,,,,"7,199","16,999",11
670,POCO,POCO C31 ,, 32 GB,4.3,"1,25,511 ","7,439",,,,,,0.8MP Rear ,,"6,499","21,999",31
671,MOTOROLA,MOTOROLA e40 ,, 64 GB,4.1,"59,846 ","5,853",1000 mAh Battery,,,,,,,"7,999","23,999",37
672,POCO,POCO M4 Pro,5G, 64 GB,4.3,"35,159 ","3,125",,,,1 Year Manufacturer Warranty,,,,"14,999","14,999",40
673,REDMI,REDMI 10 ,, 64 GB,4.3,"1,70,664 ","10,998", ,,,,4 GB  ,,  Upto 1 TB,"8,999","14,999",40
674,APPLE,APPLE iPhone 14,, 128 GB,4.7,"4,247 ",163,,17.2 cm (6.7 inch) HD+ ,,,,,,"67,999","79,900",14
675,APPLE,APPLE iPhone 11,, 64 GB,4.6,"1,78,400 ","10,573", ,,,,, 5MP Front ,,"37,999","43,900",13
676,Cellecor,Cellecor R50 ,,,4.1,52 ,7,6000 mAh Lithium Polymer Battery,,,,,,,"1,459","79,900",14
677,APPLE,APPLE iPhone 14,, 128 GB,4.7,"4,247 ",163,,,Qualcomm Snapdragon 68 ,,,,,"67,999","43,900",13
678,APPLE,APPLE iPhone 11,, 64 GB,4.6,"1,78,400 ","10,573",,,,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,,,,"37,999","14,999",40
679,REDMI,REDMI 10 ,, 64 GB,4.3,"1,70,664 ","10,998",,,,,,,,"8,999","14,999",40
680,Cellecor,Cellecor C60+ ,,,3.6,96 ,6,,15.49 cm (6.1 inch) Super Retina XDR ,,,,,,"1,459","19,999",40
681,REDMI,REDMI 10 ,, 64 GB,4.3,"1,70,664 ","10,998", ,,,,, 12MP Front ,,"8,999","11,999",37
682,POCO,POCO M4 Pro,, 128 GB,4.3,"1,34,634 ","12,280",,,"A15 Bionic Chip, 6 Core  ",,,,,"11,999","17,999",38
683,POCO,POCO C31 ,, 64 GB,4.3,"1,87,995 ","11,329",,,,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,,,,"7,499","17,999",38
684,Cellecor,Cellecor E1 ,,,3.6,38 ,2,,,,,,,,"1,229","14,999",20
685,POCO,POCO M4 Pro,, 64 GB,4.3,"1,34,634 ","12,280",,15.49 cm (6.1 inch) Liquid Retina HD ,,,,,,"10,999","23,999",37
686,POCO,POCO M4 Pro,, 64 GB,4.3,"1,34,634 ","12,280", ,,,,, 12MP Front ,,"10,999","11,999",37
687,SAMSUNG,SAMSUNG Galaxy F13,, 64 GB,4.4,"1,11,744 ","6,424",,,A13 Bionic Chip ,,,,,"11,999","10,999",27
688,Cellecor,Cellecor X2 ,,,4.3,"1,40,978 ","11,531",,,,Brand Warranty of 1 Year,,,,"1,149","10,999",40
689,SAMSUNG,SAMSUNG Galaxy F23,5G, 128 GB,4.3,"1,87,995 ","11,329", ,,,,32 MB  ,,  Upto 32 GB,"14,999","10,999",27
690,POCO,POCO C31 ,, 64 GB,4.1,"59,846 ","5,853",,6.1 cm (2.4 inch) ,,,,,,"7,499","21,999",31
691,REDMI,REDMI 10 ,, 64 GB,4.3,"1,70,664 ","10,998", ,,,,4 GB  ,,  Upto 1 TB,"8,999","14,999",40
692,APPLE,APPLE iPhone 14,, 128 GB,4.7,"4,247 ",163,,17.2 cm (6.7 inch) HD+ ,,,,,,"67,999","79,900",14
693,APPLE,APPLE iPhone 11,, 64 GB,4.6,"1,78,400 ","10,573", ,,,,, 5MP Front ,,"37,999","43,900",13
694,Cellecor,Cellecor A30i ,,,3.4,19 ,2,6000 mAh Lithium Polymer Battery,,,,,,,"1,449","79,900",14
695,APPLE,APPLE iPhone 14,, 128 GB,4.7,"4,247 ",163,,,Qualcomm Snapdragon 68 ,,,,,"67,999","14,999",40
696,REDMI,REDMI 10 ,, 64 GB,4.3,"1,70,664 ","10,998",,,,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,,,,"8,999","43,900",13
697,APPLE,APPLE iPhone 11,, 64 GB,4.6,"1,78,400 ","10,573",,,,,,,,"37,999","14,999",40
698,Cellecor,Cellecor C60+ ,,,3.6,96 ,6,,15.49 cm (6.1 inch) Super Retina XDR ,,,,,,"1,459","19,999",40
699,REDMI,REDMI 10 ,, 64 GB,4.3,"1,70,664 ","10,998", ,,,,, 12MP Front ,,"8,999","11,999",37
700,POCO,POCO M4 Pro,, 128 GB,4.3,"1,34,634 ","12,280",,,"A15 Bionic Chip, 6 Core  ",,,,,"11,999","17,999",38
701,POCO,POCO C31 ,, 64 GB,4.3,"1,87,995 ","11,329",,,,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,,,,"7,499","17,999",38
702,Cellecor,Cellecor E1 ,,,3.6,38 ,2,,,,,,,,"1,229","14,999",20
703,POCO,POCO M4 Pro,, 64 GB,4.3,"1,34,634 ","12,280",,15.49 cm (6.1 inch) Liquid Retina HD ,,,,,,"10,999","23,999",37
704,POCO,POCO M4 Pro,, 64 GB,4.3,"1,34,634 ","12,280", ,,,,, 12MP Front ,,"10,999","11,999",37
705,SAMSUNG,SAMSUNG Galaxy F13,, 64 GB,4.4,"1,11,744 ","6,424",,,A13 Bionic Chip ,,,0.8MP Rear ,,"11,999","10,999",27
706,Cellecor,Cellecor X2 ,,,4.3,"1,40,978 ","11,531",,,,Brand Warranty of 1 Year,,,,"1,149","10,999",27
707,SAMSUNG,SAMSUNG Galaxy F23,5G, 128 GB,4.3,"1,87,995 ","11,329", ,,,,32 MB  ,,  Upto 32 GB,"14,999","10,999",40
708,POCO,POCO C31 ,, 64 GB,4.1,"59,846 ","5,853",,6.1 cm (2.4 inch) ,,,,,,"7,499","21,999",31
709,REDMI,REDMI 10 ,, 64 GB,4.3,"1,70,664 ","10,998", ,,,,4 GB  ,,  Upto 1 TB,"8,999","14,999",40
710,APPLE,APPLE iPhone 14,, 128 GB,4.7,"4,247 ",163,,17.2 cm (6.7 inch) HD+ ,,,,,,"67,999","79,900",14
711,APPLE,APPLE iPhone 11,, 64 GB,4.6,"1,78,400 ","10,573", ,,,,, 5MP Front ,,"37,999","43,900",13
712,Cellecor,Cellecor E7 ,,,2.3,6 ,0,6000 mAh Lithium Polymer Battery,,,,,,,"1,479","79,900",14
713,APPLE,APPLE iPhone 14,, 128 GB,4.7,"4,247 ",163,,,Qualcomm Snapdragon 68 ,,,,,"67,999","14,999",40
714,REDMI,REDMI 10 ,, 64 GB,4.3,"1,70,664 ","10,998",,,,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,,,,"8,999","43,900",13
715,APPLE,APPLE iPhone 11,, 64 GB,4.6,"1,78,400 ","10,573",,,,,,,,"37,999","19,999",40
716,Cellecor,Cellecor E1 ,,,3.6,38 ,2,,15.49 cm (6.1 inch) Super Retina XDR ,,,,,,"1,229","11,999",37
717,POCO,POCO M4 Pro,, 128 GB,4.3,"1,34,634 ","12,280", ,,,,, 12MP Front ,,"11,999","17,999",38
718,POCO,POCO C31 ,, 64 GB,4.3,"1,87,995 ","11,329",,,"A15 Bionic Chip, 6 Core  ",,,,,"7,499","14,999",20
719,POCO,POCO M4 Pro,, 64 GB,4.3,"1,34,634 ","12,280",,,,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,,,,"10,999","17,999",38
720,Cellecor,Cellecor R3+ ,,,3.5,13 ,2,,,,,,,,"1,049","23,999",37
721,SAMSUNG,SAMSUNG Galaxy F13,, 64 GB,4.4,"1,11,744 ","6,424",,15.49 cm (6.1 inch) Liquid Retina HD ,,,,,,"11,999","11,999",37
722,POCO,POCO M4 Pro,, 64 GB,4.3,"1,34,634 ","12,280", ,,,,, 12MP Front ,,"10,999","10,999",27
723,SAMSUNG,SAMSUNG Galaxy F23,5G, 128 GB,4.3,"1,40,978 ","11,531",,,A13 Bionic Chip ,,,,,"14,999","10,999",40
724,Cellecor,Cellecor X2 ,,,4.3,"1,87,995 ","11,329",,,,Brand Warranty of 1 Year,,,,"1,149","10,999",27
725,POCO,POCO C31 ,, 64 GB,4.1,"59,846 ","5,853", ,,,,32 MB  ,,,"7,499","9,999",28
726,MOTOROLA,MOTOROLA e40 ,, 64 GB,4.3,"1,25,511 ","7,439",,6.1 cm (2.4 inch) ,,,,,,"7,999","14,999",40
727,REDMI,REDMI 10 ,, 64 GB,4.3,"1,70,664 ","10,998", ,,,,4 GB  ,,  Upto 1 TB,"8,999","14,999",40
728,APPLE,APPLE iPhone 14,, 128 GB,4.7,"4,247 ",163,,17.2 cm (6.7 inch) HD+ ,,,,,,"67,999","79,900",14
729,APPLE,APPLE iPhone 11,, 64 GB,4.6,"1,78,400 ","10,573", ,,,,, 5MP Front ,,"37,999","43,900",13
730,Cellecor,Cellecor R3+ ,,,3.5,13 ,2,6000 mAh Lithium Polymer Battery,,,,,,,"1,049","79,900",14
731,APPLE,APPLE iPhone 14,, 128 GB,4.7,"4,247 ",163,,,Qualcomm Snapdragon 68 ,,,,,"67,999","43,900",13
732,APPLE,APPLE iPhone 11,, 64 GB,4.6,"1,78,400 ","10,573",,,,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,,,,"37,999","14,999",40
733,REDMI,REDMI 10 ,, 64 GB,4.3,"1,70,664 ","10,998",,,,,,,,"8,999","19,999",40
734,Cellecor,Cellecor A5 ,,,4.4,41 ,3,,15.49 cm (6.1 inch) Super Retina XDR ,,,,,,"1,348","11,999",37
735,POCO,POCO M4 Pro,, 128 GB,4.3,"1,34,634 ","12,280", ,,,,, 12MP Front ,,"11,999","17,999",38
736,POCO,POCO C31 ,, 64 GB,4.3,"1,87,995 ","11,329",,,"A15 Bionic Chip, 6 Core  ",,,,,"7,499","17,999",38
737,POCO,POCO M4 Pro,, 64 GB,4.3,"1,34,634 ","12,280",,,,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,,,,"10,999","14,999",20
738,POCO,POCO M4 Pro,, 64 GB,4.3,"1,34,634 ","12,280",,,,,,,,"10,999","23,999",37
739,SAMSUNG,SAMSUNG Galaxy F13,, 64 GB,4.4,"1,11,744 ","6,424",,15.49 cm (6.1 inch) Liquid Retina HD ,,,,,,"11,999","11,999",37
740,SAMSUNG,SAMSUNG Galaxy F23,5G, 128 GB,4.3,"1,40,978 ","11,531", ,,,,, 12MP Front ,,"14,999","10,999",27
741,POCO,POCO C31 ,, 64 GB,4.3,"1,87,995 ","11,329",,,A13 Bionic Chip ,,,,,"7,499","10,999",40
742,MOTOROLA,MOTOROLA e40 ,, 64 GB,4.1,"59,846 ","5,853",,,,Brand Warranty of 1 Year,,,,"7,999","10,999",27
743,POCO,POCO C31 ,, 32 GB,4.3,"1,25,511 ","7,439", ,,,,32 MB  ,,,"6,499","9,999",28
744,MOTOROLA,MOTOROLA e40 ,, 64 GB,4.1,"59,846 ","5,853",,4.5 cm (1.77 inch) ,,,,,,"7,999","21,999",31
745,REDMI,REDMI 9i Sport,, 64 GB,4.3,"2,17,141 ","12,271",,,,,,0.8MP Rear ,,"7,199","23,999",37
746,MOTOROLA,MOTOROLA G62 5G,, 128 GB,4.2,"10,284 ","1,098",1000 mAh Battery,,,,,,,"14,999","19,999",40
747,SAMSUNG,SAMSUNG Galaxy F23,5G, 128 GB,4.3,"1,40,978 ","11,531",,,,1 Year Manufacturer Warranty,,,,"14,999","16,999",11
748,POCO,POCO M4 Pro,, 128 GB,4.3,"1,34,634 ","12,280",,,,,,,,"11,999","14,999",40
